name,year,stars,abstract
Jimseung ui kkut,(2010),5.8,Una historia sobre un apocalipsis de tamaño de bolsillo muestra el día en que la electricidad desaparece y la carretera se convierte en un mundo de perros para perros.
Boolryang Namnyeo,(2010),6.1,"Un policía de deuda es constantemente llamado por una mujer que trabaja para cobrar su deuda.Cuando se encuentran por accidente, se sintieron atraídos entre sí, y no se da cuenta de que ya tienen una relación telefónica hostil."
Joogigo Sipeun,(2010),6.5,"Un paciente de trastorno de estrés postraumático limitado a su cama, se encuentra compartiendo su habitación con una pandilla que parece paralizada paciente de amnesia.Y él debe matarlo antes de que sea reconocido."
Na-neun Abba-da,(2010),6.3,Un detective corrupto se infiltra a una pandilla y trata de salvar a su hija.Un día descubre que el corazón su hija recibiría como un trasplante es de un mago que acusó falsamente.
Kamelia,(2010),6,"Tres cortometrajes dedicados al Festival Anual de Cine Internacional de Pusan y la ciudad en sí.Con un conjunto de juntas con tachuelas estelares de Corea, Japón y China.(Coreano, tailandés, japonés con subtítulos en inglés)"
Mubeopja,(2010),5.5,"Un detective busca retribución por asesinos impunes y el resto del mundo cruel, incluso si significa salir fuera de la ley."
Nae kkangpae gateun aein,(2010),6.8,"Un romance poco probable, los cerebros entre Dong-Chu, un matón de acción dura con un corazón tierno, y su periferio, y recientemente soltero, al consultor de TI, SE-JIN."
Yukhyeolpo kangdodan,(2010),6.4,"Con su Fondo para unas vacaciones de ensueño en Hawai, robado por ladrones, tres abuelas feroces lo toman sobre sí mismas para obtener las vacaciones que se desesperan, al rastrear a los ladrones y convertirse en ladrones de bancos."
Kwijeu Wang,(2010),6.1,"A través de un accidente freak, un grupo de personas obtiene la última respuesta difícil a una prueba de prueba de antemano.Ahora todo lo que tienen que hacer es superar las 29 primeras preguntas y se establecen.Pero ¿cuándo es algo tan fácil?"
Dol-i-kil soo eobs-neun,(2010),6.7,"En una ciudad tranquila, una muerte trágica lleva a la carrera de delitos desesperados de dos hombres."
Jipnaon Namjadeul,(2010),5.5,"La crítica de la música, la esposa de Seong-Hee ha huido.Las únicas cosas que lo ha dejado es una nota de despedida y el teléfono celular que usó hace diez años.Con un amigo, va en un viaje por carretera a través del pasado oculto de su esposa."
Abbaga yeojadeul jongahae,(2010),6.1,"Ji-Hyeon está disfrutando de su vida después de una operación femenina de cambio de sexo.Un día, un niño llama a su puerta, afirmando que ella es su padre.Sus intentos de actuar como un padre ordinario conflictan con su vida como mujer."
Yieutjib jombi,(2010),4.8,"En 2010, la gente de Seúl, Corea del Sur lucha contra un virus que amenaza con infectar al planeta."
Hi-eo-ro,(2010),5.6,"Sam-Dan es un estudiante de escuela secundaria tímida y intimidante hasta que un encuentro de vampiro inesperado lo cambie todo.Mientras que al principio, usa sus habilidades para siempre, encuentra que sus apetitos encontrados podrían obtener lo mejor de él."
Peseutibal,(2010),5.7,"Varias historias entrelazadas sobre parejas de diferentes edades y su relación con el sexo.Una mujer de mediana edad descubre S & M, un hombre de la policía de repente obtiene un complejo de pene, una chica de secundaria no puede conseguir que el chico quiera."
Ban-ga-woon sal-in-ja,(2010),5.8,Un hombre desempleado y un cierre de detective menos que ejemplar mientras intenta atrapar a un asesino en serie.
Grand Prix,(2010),6.1,"La prometedora Jockey Jockey Joo Hee se lesiona y pierde su caballo durante una carrera.Devastado, ella abandona el deporte y va a la hermosa isla de Cheju para recoger las piezas de su vida.Pero el destino parece querer su espalda en la silla."
"Hye-hwa, dong",(2010),7,"Una historia de llegada de la historia sobre dos jóvenes que se enamoran, pero pierden contacto cuando la niña se queda embarazada y el niño la deja para ir a Canadá."
Changpihae,(2010),5.5,¿Cómo es cuando amas a una mujer?
Daehan Mingook 1%,(2010),5.2,"República de Corea 1% es una cuenta de primera mano de Lee Yu-MI, un pequeño oficial en los marines surcoreanos.Ella lucha por obtener el respeto de sus compañeros de equipo y sus oficiales rivales."
Eokuseutig,(2010),6,"(Coreano con subtítulos en inglés) Características Miembros de las bandas populares de K-Pop 2am & cn Blue, la película es una colección de historias sobre el amor, la esperanza y la música, todos los disparos en el área de moda de Hongdae, Seúl."
Jogeumman Deo Gakkai,(2010),6.1,"""Ven, más cerca"" cubre las relaciones rotas de cinco parejas diferentes."
Ipanema Sonyeon,(2010),6.4,Una niña se enamora de un niño de playa que soñaba que estaba en Ipanema.
Noreuweui sup,(2009),6.1,8 personas se pierden en el bosque y se encuentran con un asesino sangriento.
Poong-san-gae,(2011),6.5,Un joven cruza sobre Corea del Norte y del Sur para entregar el dolor y los anhelos de las familias separadas.
O-ssak-han yeon-ae,(2011),6.9,"Un mago se encuentra con una chica excéntrica y le ofrece a trabajar juntos en su espectáculo mágico.Es solo hasta un año después, que él comienza a conocerla personalmente y desarrolla un sentimiento hacia ella a pesar de sus propios problemas."
Amen,(III) (2011),5.6,Un viaje de una chica coreana que vaga por toda Europa para encontrar a su novio.
Hyultu,(2011),5.8,"Después de una batalla entre las fuerzas Joseon y Qing en Manchuria, solo tres soldados de Joseon sobreviven.Se refugian en una posada abandonada.Pronto, está claro que tienen tanto que temer entre sí como de las fuerzas de Qing."
Baranasi,(2011),5.6,"Drama humano sobre una pareja casada en tiempos de amor, traición y terror."
Gamunui yeonggwang 4: Gamunui Soonan,(2011),4.9,"La Sra. Hong Duk-JA abandona la mafia y comienza a la compañía de alimentos.Luego va a una excursión al extranjero a Japón con su familia.A continuación, se produce un caso increíble."
Jeok-gwa-eui dong-chim,(2011),6.8,"La aldea surcoreana de Seol-Hee se ve obligada a servir a la ocupación del regimiento de Corea del Norte durante la Guerra de Corea.La historia se centra en la compleja relación entre Seol-hee y el teniente de Corea del Norte, Kim Jeong-Woong."
Pacemaker,(2011),6.6,Man-Ho es un marcapasos para el equipo de Marathon Nacional Coreano.Su propósito es permanecer por delante de los demás hasta la marca de 30 km.Pero gradualmente crece un deseo de correr por la victoria.
Chae-po-wang,(2011),6.1,"Cerca de las estaciones de policía de Seúl Mapo y Seodaemun se comparan entre sí, por lo que la competencia es feroz.A continuación, ocurre un caso preocupante, lo que hace que ambas estaciones trabajen juntas, lo que agita aún más la olla."
Pink,(2011),6.4,"Cuando las noticias vienen de la renovación de una pequeña ciudad, un propietario de un bar junto con su hijo debe luchar con el otro residente para mantener su lugar de negocios.(Coreano con subtítulos en inglés)."
Hanaan,(2011),5.6,"Stas, una joven coreana de la tercera generación en Uzbekistán, y sus tres amigos intentan más o menos con éxito para escapar de la vida sombría en Tashkent, ya sea a través de la adicción a las drogas, la muerte o la emigración."
Link,(2011),7.4,Una maestra que aflige la pérdida de un ser querido se encuentra con un estudiante misterioso que puede aliviarlo de su dolor a través de la telepatía.Él cree que está curando sus heridas hasta que se encuentra creciendo adicto a sus extrañas potencias.
Daenseutawoon,(2010),6.9,"Un refugiado de Corea del Norte, Jung-Nim, está tratando de encontrar una nueva vida en Corea del Sur, con personas que sospechan que es una espía."
Super Monkey Returns,(2011),2.7,"Después de 2.000 años, en el sitio de construcción en Seúl, Corea, se descubre la reliquia del legendario super mono, Jupalgae, Saojung y Samzang Monk.Y durante el proceso del descubrimiento, la botella de la calabaza se vuelve insegional."
Yong-eui-ja X,(2012),6.9,"Brillante profesor de matemáticas formula el encubrimiento perfecto, después de que su vecino asesina a su ex marido abusivo."
Jeomjaengyideul,(2012),5.8,"El pueblo de Uljinri ha sido plagado del mal durante décadas.Cuando los misteriosos accidentes y eventos siguen sucediendo sin aprovechar, los chamanos de todo el país fueron allí, y Chan-Young, se envía un reportero joven para cubrir la historia."
Gong-mo-ja-deul,(2012),6.3,"Un thriller acerca de los pasajeros con diferentes objetivos a bordo de un crucero se dirigió a China, siendo perseguido una y otra vez y el suceso inesperado de las cosas."
Ban-chang-ggo,(2012),6.9,"Cuando un médico se demuestra por malginencia errónea de un paciente, se acerca a un bombero dedicado para ser un testigo de carácter para ella.Un romance poco probable chispas entre los dos."
Ga-bi,(2012),5.9,Sobre un hombre que debe traicionar a su país para proteger a la mujer que ama.Gira alrededor de la primera introducción del café en Corea.
Wo hai you hua yao shou,(2012),5.7,"Tomado de un verdadero involuntario de la justicia en China, esta adaptación se enfoca en una madre, detenida en una instalación mental, ya que su hijo es condenado a muerte por tomar venganza a los funcionarios de la policía."
Kangchul Dae-Oh: Kugukui Chulgabang,(2012),6,"Entrega Hombre DAE-OH está desesperadamente enamorado del estudiante Ye-Rin.Inspirado por las palabras del Che Guevara que se disfraza a sí mismo como un estudiante para hacer lo imposible posible, pero las cosas se vuelven más revolucionarias de lo que él ha anticipado."
Yeong-geon tam-jeong-sa-mu-so,(2012),5.9,"¡Una organización malvada ha trazado para arrebatar la máquina del tiempo!En un giro inesperado de los acontecimientos, un detective llamado Young-Gun se atrapa en una lucha a lo largo de la máquina."
Bak-su-geon-dal,(2013),6.3,"Un gángster es elegido para convertirse en un chamán.¿Cómo puede él equilibrar su vida totalmente opuesta, entre las personas y ayudar a las personas?Luego, su jefe coincidente odia a Shaman."
"1999, Myeonhee",(2012),6.5,Dos amigos van a visitar a otro amigo durante su servicio militar después de no verse entre sí por un año.Pero uno de ellos tiene otra misión: darle una carta de ruptura de su novia.
Pa-dak pa-dak,(2012),7.1,Una caballa del océano intenta escapar de un tanque de acuario de restaurantes antes de ser comido.
Reoshian soseol,(2012),6.6,"Sobre un aspirante a autor que se despierta de un coma de 27 años como uno de los mejores autores de su país, acreditó un libro que no escribió."
The Beat Goes On,(2012),5.8,El primer largometraje de Corea dedicado a los centros de cultura de Hip-Hop alrededor de 3 amigos y sus sueños para convertirse en jugadores en la industria musical a través de la escena de hip-hop subterránea.(Coreano con subtítulos en inglés).
Dak teol,(2012),4.7,"Después de presenciar a su joven esposa cometiendo adulterio, un cirujano plástico psicopático comienza su spree de asesinato, que comienza a revelar su instinto asesino."
Beolgeo soongi,(2012),8,"Park Il-Rae sueña con una vida mejor para su familia, pero es engañada de todo su ahorro familiar.En profunda desesperación, IL-RAE decide suicidarse juntos."
Run-ning-maen,(2013),6.4,"Un hombre que acusó erróneamente como asesino no sabe nada, pero simplemente corriendo de todos los que quieren atraparlo.¿Puede revelar la verdad antes de que las cosas sean peor?"
Amiss,(2014),4.5,"El misterioso suicidio de una mujer joven obliga a su padre, un hombre poderoso y corrupto, para capturar e interrogar a los que cree que es responsable y castiga a quien tiene la culpa."
Le-ba-non kam-jeong,(2013),6.6,"Cuando una mujer pasa a ser atrapada en una trampa, un hombre la rescata y la lleva a su piso."
Nam-ja sa-yong-seol-myeong-seo,(2013),6.5,Una mujer de la vida desordenada compra una cinta de video llamada 'Cómo usar chico con consejos secretos' que cambiará su vida para siempre.
Rolpeulrei,(2012),4.5,"En el cuento de infidelidad, un autor más vendido alimenta su última novela con detalles extraídos de su asunto tórrido con un estudiante universitario.Su esposa, leyendo la novela, se estriste profundizando en la manía."
Paparoti,(2013),7.1,Historia sobre un gángster que quiere ser un cantante de tenor en Corea del Sur.
Jug-ji-anh-a,(2013),5.3,"Ji-Hoon ha estado cultivando durante 4 años por el bien de la riqueza de su abuelo.Mientras estaba a punto de comenzar, un invitado inesperado aparece frente a él."
Jo nan-ja-deul,(2013),6.5,Un guionista se retira a una cabina aislada en los bosques solo para ser interrumpidos bruscos por algunos invitados no invitados.
Norigae,(2013),5.6,"Una actriz muere.Luego, un reportero investiga el caso y un fiscal busca justicia.Para revelar la verdad detrás de la muerte de la actriz, el reportero y el fiscal comienzan a luchar contra un grupo de poder."
So-won,(2013),8.3,"Historia de una niña de 8 años que se enfrenta a una violación espantosa que la daña internamente y afectando emocionalmente, tratando de superar todos los obstáculos después del incidente con un buen apoyo de los que la rodean."
Rol-lu-ko-seu-tu,(2013),5.8,"Hallyu Star Ma Joon-Gyu se acerca a un avión que lo llevará de Tokio a Seúl, pero el avión pronto se arrastra en un tifón y se enfrenta a peligro."
Top Star,(2013),6.4,"Tae-Sik está en el camino hacia el éxito cuando va de ser un gerente de talento a un superestrella.Sin embargo, la pasión de Tae-Sik se convierte en codicia ilimitada y se encuentra en una crisis."
Jang-rye-shik-eui-mem-beo,(2008),6.5,La historia de una familia coreana disfuncional se revela cuando asisten a un funeral.
Indiaenibakseu: Selmaui danbaekjil keopi,(2008),5.4,"Kim Woon Ki's ""Wanted"", Yeon Sang Ho's 3-D Animation ""El amor es proteína"", y Jang Hyung Yoon's Surreal ""Una máquina expendedora de café y su espada"" AKA ""Coffee Samurai"""
Geunyeodeurui Bang,(2009),6.7,"Mientras buscaba una habitación propia, EON-JU viene a través de una extraña mansión.Sus puertas están siempre abiertas y las personas sin hogar entran y salen.Aquí se encuentra con el propietario de Seok-hee y forme un vínculo juntos."
Neowa naui 21 segi,(2009),6.1,"Una joven que solo fue traicionada por su novio se llena de dinero, y ella necesita algo de dinero."
Nanneun gonkyeonge cheohaetda!,(2009),6.1,"El amor incesante del personaje principal y la ruptura ilustra claramente la naturaleza de un poeta de tercera tasa.Está destinado a los predicamentos, y observamos su viaje.Esta paradoja proporciona una verdadera comedia difícil de encontrar hoy en día."
Moscow,(2009),5.7,"Dos niños han crecido, y ahora uno es un secretario en un conglomerado, y el otro es un trabajador a tiempo parcial que acaba de despedirse.La realidad severa y las diferentes percepciones erosionan su amistad y el tiempo que pasaron juntos."
Kye-mong-yeong-hwa,(2009),5.9,"¿De dónde se originó nuestra edad?Inteligentemente retratando nuestro pasado y el paisaje de la historia que era anti-la iluminación, esta película los desconoce a todos dentro de la estructura de un melodrama."
Bloody Shake,(2009),5,"Siete caracteres y siete asesinatos, que en realidad son los sueños de un trabajador demasiado estresado."
Lake Effect,(2009),7.9,"Una joven coreana y un estudiante de la escuela secundaria problemática luchan para preservar su amistad como fuerzas sociales etnocéntricas en West Michigan, hasta la tragedia."
Lost & Found,(III) (2009),6,"Tras una relación delicada y secular de un pintor y una estudiante, esta película lo llama un ""impulso maligno"", pero a menudo se convierte en un impulso artístico."
Joomoonjin,(2010),5.6,"Una historia de amor mágica que involucra a un hombre que vive su vida como un fantasma y una niña de campo que se enamora de él.En una montaña rural en Jumunjin, Corea del Sur."
Woo-ri i-woot-eui beom-joi,(2010),5.9,El detective cho es incompetente y siempre falla por ser promovido.Sus únicos placeres en la vida están espiando a los vecinos que están teniendo asunto.
Ming-keu-ko-teu,(2011),6.8,"Una mujer dura para la entrega de leche, Hyun-pronto tiene un secreto que no quiere revelar a los demás.Su antigua madre inconsciente en un hospital y su hija embarazada, en su sólo, solo conocen el secreto de Hyun-Soon."
Ryang-kang-do a-i-deul,(2011),6.8,"Cuando un niño de Corea del Norte encuentra un regalo de Navidad único enviado desde Corea del Sur, de repente se convierte en el niño más popular en su pequeña ciudad.Pero, ¿cuánto tiempo tomará para que su nuevo juguete atraiga el tipo equivocado de atención?"
Ahbuwei Wang,(2012),5.5,"El tímido Dong-Sik se transfiere al departamento de ventas de su compañía.Solo acepta la nueva posición debido a su deuda aplastante.Sin embargo, para convertirse en un vendedor exitoso, debe buscar orientación del legendario rey de adulación."
Gonggongui jeog,(2002),7.1,Un detective juega a gatos y ratones con un banquero que asesinó brutalmente a sus propios padres.
2009 loseuteu maemorijeu,(2002),6.1,"Un intento de asesinato fallido en Harbin, China en 1909 cambia el curso de la historia.Ahora, dos agentes de JBI deben encontrar las conexiones entre él y un antiguo artefacto coreano."
Oasis,(2002),7.9,Un ex contresto irresponsable e infantil se hace amigo de una niña con parálisis cerebral y desarrolla un vínculo progresivamente más fuerte con ella.
El nombre de la venganza,(2002),7.6,"Un trabajador de fábrica recientemente despedido secuestre a su hija del ex jefe del jefe, con la esperanza de usar el dinero del rescate para pagar el trasplante de riñón de su hermana."
Chihwaseon,(2002),7.2,"En un momento de malestar político y social en Corea del siglo XIX, un pintor grosero y autodidacta, explora su talento natural en medio del mundo represivo que lo rodea."
Soñando juntos,(2002),7.3,"Un prodigio violín y su padre viajan a Beijing, donde el Padre busca los medios para el éxito de su hijo, mientras que el hijo lucha por aceptar el camino puesto ante él."
Jungdok,(2002),6.8,"2 hermanos coreanos viven juntos con la esposa de los mayores.Los 2 tienen un accidente automovilístico y terminan en un coma.Después de un año, el más joven se despierta pero se comporta como y afirma ser el hermano mayor.¿Es él y la esposa lo aceptará?"
Gamunui yeonggwang,(2002),6.1,"La Sra. Hong es el jefe del crimen para un grupo de mafia grande.Ella le ordena a sus dos hijos, Kyung-Jae y Suk-Jae encuentren una esposa de élite para su hijo mayor en Jae ..."
Ren xiao yao,(2002),6.8,Dos adolescentes chinos desempleados tienen problemas para resistir las tentaciones del mundo occidental.
Yeonae soseol,(2002),7.2,Un estudiante universitario se hace amigo de dos chicas lindas de su edad.Él pierde contacto con ellos.Intenta encontrarlos años más tarde.
Pon,(2002),6.2,"El reportero de investigación JI-WONE comienza a recibir una serie de llamadas amenazadoras.Para escapar de la canción aterradora e implacable del teléfono, ella cambia su número y se mueve hacia afuera.Pero la campaña amenazadora del terror continúa sin cesar."
Who Are You?,(2002),6.4,"Hyungtae es un programador de juegos que trabaja en el último juego de citas en línea.Trabajar 24/7 en el piso 30 del edificio más alto de Seúl, el futuro de la compañía, ya sea que se hunda o no hasta el fondo depende del éxito del juego."
Saekjeuk shigong,(2002),6.6,"En una universidad surcoreana, la mayoría de los estudiantes están ocupados pasando un buen rato.Un 28 y.o.Y sus amigos cachondos siempre están llegando a situaciones hilarantes.Le gusta una chica más joven y bonita, pero a ella le gusta a alguien más."
Hae anseon,(2002),6.5,"Un miembro de la Guardia Costera El pelotón 23, Kang privado supervisa un tramo de alta infiltración de playa forrada con cercas de alambre de púas.Impulsado por la creencia de que matar a un espía es el honor más alto, espera la oportunidad de demostrar su valor."
Deseo,(2002),5.7,"En 1945, España, un joven con contactos nazis se enamoró de una mujer de la familia de la izquierda."
Mari iyagi,(2002),6.6,Dos niños encuentran un hermoso mundo de magia y maravillas cuando encuentran un mármol mágico en un antiguo faro.Allí se encuentran con Mari y pueden escapar de las crecientes dificultades de sus vidas caseras.
Joheun saram isseumyeon sogae shikeojwo,(2002),5.7,"Una mujer surcoreana, que trabaja en una agencia de citas, está teniendo problemas para encontrar a un hombre.Ella termina tener que lidiar mucho con un cliente problemático, un programador de computadora y en algún lugar a lo largo de la línea que caen entre sí."
4 inyong shiktak,(2003),5.8,Un diseñador de interiores comprometido ve a dos niñas pequeñas en el tren de metro que mueren allí.Los ve de nuevo en su apartamento.Una mujer que se reúne también puede verlos.Él le habla sobre su infancia olvidada.
Keulraesik,(2003),7.8,"Un estudiante universitario encuentra un diario que detalla un triángulo amoroso de mucho tiempo que involucra a su madre, su futuro padre y su mejor amigo."
Seukaendeul - Joseon namnyeo sangyeoljisa,(2003),6.9,"A fines del siglo XVIII, Corea, Lady ChO desafía al Juego de Playboy, el Señor Jo-ganó para seducir y dormir con la venida joven vírgena de su esposo.Lady Cho acuerda dormir con él si tiene éxito."
Oldboy: Cinco días para vengarse,(2003),8.4,"Después de ser secuestrados y encarcelados durante quince años, OH DAE-SU es liberado, solo para encontrar que debe encontrar su captor en cinco días."
Jigureul jikyeora!,(2003),7.2,"Byeong-gu cree que el mundo está al borde de una invasión alienígena, y se propone salvar al mundo."
"Janghwa, Hongryeon",(2003),7.2,Una familia está encantada por las tragedias de muertes dentro de la familia.
Geoul sokeuro,(2003),6.4,"Un ex policía, ahora trabajando como guardia de seguridad en un centro comercial, trata de descubrir el secreto detrás de una serie de muertes misteriosas vinculadas a espejos."
Jopog manura 2: Dolaon jeonseol,(2003),6,"El ex líder de la pandilla de tijera EUN-Jin (Shin Eun-Kyung), que ahora sufre de amnesia, sin embargo, defiende a Jae-Cheol (Jun Gyu Park), un restaurador que la emplea, de un gángster que quiere su negocio."
Yeoseot gae ui siseon,(2003),6.5,"Varios de los cineastas más aclamados de Corea, incluyendo Park Chan-Wook (Oldboy), exploran la naturaleza de la discriminación en esta antología provocativa."
Donggabnaegi gwawoehagi,(2003),6.6,"Un hombre de una familia rica que debería estar en su segundo año de universidad, todavía está terminando sus requisitos secundarios.Su familia contrata a un tutor para él que es su edad, pero proviene de un fondo deficiente."
Namnam buknyeo,(2003),5,Un chico norcoreano y una niña surcoreana deben trabajar juntos en un equipo de descubrimiento de la tumba histórica en China.¿Los ambos pueden cooperar entre sí?
"Primavera, verano, otoño, invierno... y otra vez primavera",(2003),8,Un niño es criado por un monje budista en un templo flotante aislado donde pasan los años como las estaciones.
Cheongpung myeongwol,(2003),5.8,"Una serie de funcionarios de alto rango se eliminan sistemáticamente por un elegante asesino y su asistente de sexo femenino, y el maestro arrogante del maestro, el General General Choi, se le encarga de poner fin a la carnicería."
Yeogo goedam 3: Yeowoo gyedan,(2003),5.9,"Una escalera que conduce al dormitorio de una escuela de embarque remota generalmente tiene 28 escaleras, pero de vez en cuando parece haber 29. Cuando alguien se pone en la misteriosa escalera extra, comienza el horror."
Les enfants de la pluie,(2003),6.9,"El Pyross y los Hydss han estado en guerra durante todo el tiempo que puedan recordar.El Pyross, que adore al sol, el agua solo lleva la muerte y la desolación, mientras que el Hydross siempre debe permanecer protegido del calor, lo que los petró."
Wonderful Days,(2003),6.7,2142: La contaminación y el cambio climático eliminó la mayor parte de la población de la Tierra.La ciudad de Ecoban está construida para soportar esto.Resultados de la supresión en revuelta.Una pareja infantil se encuentra entre sí como adultos en lados opuestos.
Elysium,(2003),4,"Cuatro caballeros luchan contra ""The Elysian"" para proteger ""el arca"" la última defensa de Mankind."
Yeongeo wanjeonjeongbok,(2003),6.5,"Reservado de 25 años Na Young-Ju tiene que asistir a un curso de inglés, pero estaría mucho más interesado en conseguir un novio."
La hermandad de la guerra,(2004),8,"Cuando dos hermanos se ven obligados a luchar en la guerra de Corea, el Elder decide tomar las misiones más riesgosas si ayudará a proteger a los más jóvenes de la batalla."
Cuando llegue la primavera,(2004),7,Un músico luchador toma un trabajo enseñando música a los niños secundarios en una ciudad minera rural.
Three Extremes,(2004),7,Una trilogía intercultural asiática de películas de terror de directores indie logrados.
Nae yeojachingureul sogae habnida,(2004),7.2,"La historia romántica con calentamiento del corazón entre Kyungjin y Myungwoo.A pesar de que ha fallecido, siempre estará con Kyungwoo para siempre."
Geomi sup,(2004),6.6,Un productor de televisión recientemente viudo se dibuja a una cabina aislada en un bosque misterioso.
Nae meorisokui jiwoogae,(2004),8.2,El amor perdurable de un joven pareja se prueba cuando la su-jin de 27 años se le diagnostica una forma rara de enfermedad de Alzheimer.
Eorin shinbu,(2004),7.1,"Una adolescente trata de continuar su vida social y escolar normal, después de que su abuelo la obligara a un matrimonio arreglado con un hombre en sus veinte años."
Juhong geulshi,(2004),6.5,"Un detective, su caso de 3 niñas y un asesinato.Las relaciones emocionales complejas y los lados más oscuros de la naturaleza humana se exploran en este cautivador drama de suspenso sobre un policía cuya lujuria por el amor amenaza con interponerse en el camino de su vida profesional."
Arahan jangpung daejakjeon,(2004),6.6,"Cuando un policía dorky cae con cinco maestros de Tao que admiran a su C'HI, un enemigo antiguo viene a buscarlos a todos."
Neukdaeui yuhok,(2004),6.3,"Han-Kyung viene a la ciudad para vivir con su madre.Atraídos por su encanto puro, los chicos más populares han-Won y Tae-Sung luchan el uno al otro por ella."
Arpointeu,(2004),6.3,"Durante la guerra de Vietnam, una base surcoreana recibe una transmisión de radio de un escuadrón desaparecido, presumido muerto, y envía un pelotón para rescatar al escuadrón perdido desde el punto R."
Aneun yeoja,(2004),7,"Una lucha por el amor, los jugadores de béisbol descubren que tiene una enfermedad terminal y conoce a una chica que se ha aplastado desde tiempos inmemoriales.Los giros y giros de los eventos los reúnen."
Nuguna bimileun itda,(2004),6,"Gira alrededor de soo-hyun y las tres hermanas.Mientras se está enamorando de la hermana menor, Mi-Young, también trata de seducir a sus dos hermanas.Todo se complica."
Eolguleobtneun minyeo,(2004),5.9,"Un psiquiatra no ayuda a un paciente mental durante su estancia en el hospital.El médico se obsesiona con su antiguo paciente, la busca en el exterior y usa la hipnosis para cumplir con sus deseos sexuales."
Dolryeochagi,(2004),6.1,"Un director de la escuela se ve obligado a capacitar a los ""peores"" estudiantes de su escuela para dominar a Taekwondo como el entrenador antiguo, que lleva lo mejor de sus atletas, salió de la escuela."
"Yeoja, Jeong-hye",(2004),6.9,"Esta película es un estudio restringido, pero completamente atractivo, de la vida emocional de una oficina de correos."
Ryeong,(2004),6,Una adolescente que sufre de Amnesia descubre que de alguna manera está conectada a un grupo de personas que están siendo asesinadas en uno por uno por un fantasma vengativo.
Nae-sa-rang ssa-ga-ji,(2004),6.1,"Un lindo, pobre, de la escuela secundaria coreano, tirada por su novio, así que patea una cerveza puede golpear a un conductor guapo, que ""se estrella"" con su convertible.Él insiste en 3M Won / USD3000 en daños.Ella puede resolverlo más de 100 días.La comedia sigue."
Bunshinsaba,(2004),5.7,"Una chica de secundaria se mueve de Seúl a un pequeño pueblo remoto, donde está constantemente acosado y acosado por las chicas de la aldea común celosa.En una oferta desesperada de volver a sus compañeros de clase, trata de conjurar un fantasma para perseguirlos."
Hierro-3,(2004),8,Un joven transitorio se rompe en las casas vacías para participar de la vida de los residentes de vacaciones por unos días.
Yeojaneun namjaui miraeda,(2004),6.4,"Dos amigos universitarios se reúnen y recuerdan a la mujer en la que ambos se enamoró de diferentes veces en su pasado, y así se propulsan a encontrarla."
Geu nom-eun meot-iss-eoss-da,(2004),6.3,"Una niña insulta a un matón en internet.Él comienza a llamarla repetidamente y finalmente la encuentra.En un intento de escape, tropieza y sus labios se encuentran.Siendo el primero en besarlo, ella ahora tiene que prometer casarse con él.¿Es la vida o ...?"
Tu gaijeu,(2004),6.8,Un tiburón de crédito y un conductor de taxi defraudado se encuentran con una maleta que les sucede a través de un viaje de su vida.
Dontel papa,(2004),5.7,Una historia sobre un DJ de tercera tasa que encuentra su relación con su hijo joven deteriorando rápidamente.
Jumeogi unda,(2005),7.2,"Tae Sik, un hombre con problemas de mediana edad y Sang Hwan, un joven con problemas se reunirá en el anillo con su respectiva misión.Para cambiar su vida."
Welkkeom tu Dongmakgol,(2005),7.7,Los soldados de ambos lados de la división coreana viven entre los aldeanos que no conocen nada de la guerra.
Tae-poong,(2005),5.8,Un pirata moderno planea un ataque masivo en Corea del Norte y del Sur.
Neoneun nae unmyeong,(2005),6.9,"Seok-Joong, un agricultor en los mediados de los años treinta se enamora de los talones enamorados de la niña de entrega local de Tabang EUN-ha, pero la felicidad conyugal de la pareja se vive en breve a medida que las pruebas EUN-HA positivas para el VIH."
Yongseobadji mothan ja,(2005),6.8,Solo quería ser un buen hombre ..
Una vida agridulce,(2005),7.5,Las cosas se equivocan para un mafioso de alto rango cuando no procede por las órdenes de su jefe.
El rey y el payaso,(2005),7.4,"Dos payasos que viven en la dinastía Chosun de Corea son arrestados por organizar una jugada que satiriza al rey.Se arrastran al palacio y se amenazan con la ejecución, pero se les da la oportunidad de salvar sus vidas si pueden hacer que el rey se ríe."
Muyeong geom,(2005),6.4,"Así que, HA, una guerrera femenina mortal, se envía a encontrar un príncipe exiliado después de que el ejército asesino de la cuchilla mató a la familia real."
Maraton,(2005),7.7,Un niño autista descubre que tiene un talento para correr y con la ayuda de la madre participa en una maratón importante.
Namgeuk-ilgi,(2005),6,Las cosas extrañas comienzan a pasar a una expedición en lo profundo de la Antártida.
Baksu-chiltae deonara,(2005),6.3,Una mujer es asesinada en una habitación de hotel.La investigación de la policía subsiguiente se realiza frente a las cámaras de TV para que todo el país vea a medida que se desarrolla.
Simpatía por la mujer venganza,(2005),7.6,"Después de ser encarcelado injustamente durante trece años y que su hijo le quitó, una mujer busca venganza a través de medios cada vez más brutales."
Daenseo-ui sunjeong,(2005),6.8,"En busca de un regreso triunfante, una ex estrella de baile importa un fenómeno adolescente para desempeñar el papel de su pareja, solo para descubrir que apenas tiene ninguna experiencia.¿Puede entrenarla para bailar como un campeón en solo tres meses?"
